time,steps,episodes,episode_steps,learning_agent_steps,episode_reward,mean_episode_reward,median_episode_reward,win_state
1.1291844566663107,979,1,979,750,-48.89999999999936,-48.89999999999936,-48.89999999999936,0
2.8482023159662884,2246,2,1267,801,-20.500000000000178,-34.69999999999977,-34.69999999999977,0
1.9476540168126424,1235,1,1235,818,-61.69999999999863,-61.69999999999863,-61.69999999999863,0
0.8422809481620789,1433,1,1433,91,-71.59999999999808,-71.59999999999808,-71.59999999999808,0,0.899584
3.8508100112279258,3022,1,3022,1910,-85.99999999999724,-85.99999999999724,-85.99999999999724,1,0.8912685714285714
3.2988999764124554,3103,1,3103,1437,-69.59999999999813,-69.59999999999813,-69.59999999999813,1,0.8934308571428572
3.2957329511642457,2520,1,2520,1230,-38.99999999999995,-38.99999999999995,-38.99999999999995,1,0.8943771428571429
2.3633051117261252,3003,1,3003,1496,-21.900000000000382,-21.900000000000382,-21.900000000000382,1,0.8931611428571429
4.793657672405243,5241,2,2238,1421,-56.29999999999897,-39.099999999999675,-39.099999999999675,1,0.8866651428571429
1.86613876024882,1982,1,1982,1210,-84.64999999999722,-84.64999999999722,-84.64999999999722,1,0.8944685714285715
1.2503500898679099,2191,1,2191,438,-34.150000000000276,-34.150000000000276,-34.150000000000276,1,0.8979977142857143
2.499538238843282,3911,2,1720,862,-38.349999999999966,-36.25000000000012,-36.25000000000012,1,0.8940571428571429
4.446043455600739,6019,3,2108,1302,-102.94999999999628,-58.483333333332176,-38.349999999999966,1,0.8881051428571429
1.237503437201182,1966,1,1966,991,-98.04999999999656,-98.04999999999656,-98.04999999999656,1,0.8954697142857143
2.57159659465154,3920,2,1954,931,-43.899999999999714,-70.97499999999813,-70.97499999999813,1,0.8912137142857143
4.089203878243764,6246,3,2326,1228,-116.04999999999553,-85.99999999999727,-98.04999999999656,1,0.8856
0.8671286424001058,1695,1,1695,198,-28.000000000000266,-28.000000000000266,-28.000000000000266,0,0.8990948571428572
4.466128464539846,5294,2,3599,2018,-10.900000000000253,-19.45000000000026,-19.45000000000026,1,0.8898697142857143
2.3502699653307597,2527,1,2527,1701,-45.74999999999956,-45.74999999999956,-45.74999999999956,1,0.892224
1.890304199854533,2229,1,2229,1320,-111.19999999999581,-111.19999999999581,-111.19999999999581,1,0.8939657142857143
1.4354451179504395,2089,1,2089,1413,-79.5999999999975,-79.5999999999975,-79.5999999999975,1,0.8935405714285715
3.6639294624328613,4986,2,2897,1958,-35.80000000000004,-57.69999999999877,-57.69999999999877,1,0.8845897142857143
2.032089388370514,2702,1,2702,1849,-26.350000000000264,-26.350000000000264,-26.350000000000264,1,0.8915474285714285
